Card_Type_Code,Card_Type_Full_Name,Issuing_Bank,Card_Number,Card_Holders_Name,CVV_CVV2,Issue_Date,Expiry_Date,Billing_Date,Card_PIN,Credit_Limit
DC,Diners Club,Diners Club International,ASrr1LsnfYjHVtPV1ySW9zXR9NssbljN2UnxII8JvBDYzwNYHdDyD+QKQGw0glv39w==,ASrr1LserBOWQOT6bbKdPAJSGACB2C3CGMc3us0kGgwxUD8Q0V/IsNQtQbegnU5f,ASrr1LvjikHc6OskduVOx+vParJLgq7r0P+6b/E3r7vcCLj7tg==,02/2017,ASrr1Ls5xlQycx9RnIjA7q+LrZUpd8kZ672UczpyG8OxUp2OL9eGYQ==,24,ASrr1Lsm8iwatB8VmJ3IYkw7xdKjRStTjar27Pvy38Mb4jVWhw==,ASrr1LsKkoFYZEtZy3jZJgsETN3JaP3FXGK3RH0Ltg8Vt0sLc5Qt
UP,UnionPay,Chase,ASrr1LtT75+2TLVY+nimQSmmjGvA/vbwVyLRilJqiPQPwaxoUkuArb8pkPpWco6kOw==,ASrr1Lv8bPowjm81Tk0yVmjDyPXr96ex1Fxz55kKpPqDKx7Nzo5LWo31Vm2s,ASrr1LuJ2Tjx2mfDB6B6D47AXB/8ab4fUg06dAVogqgyjiUs,06/2018,ASrr1LuBYqLOhPW3ZEbyEd4uRgUVfe0NgFBL1DcW8C2aTNym+DtEfQ==,1,ASrr1Lttpm8P2FcRUPIEXpH7r0tQ+LSfFgEeb5zbA8DELinqAA==,ASrr1LtYNN+z7eWx2dhg9jBItwxSomZ29RnBCGiC4y9L6S9f0ClR
AX,American Express,American Express,ASrr1Lswsd1aXtsCwjxgg7aKBL04LPoIotqndnaXYbe/0VP1BPUTxl7fZOh6BUhz,ASrr1LtMOOtPeqyEm6zu30s4filVruBOdgww2BpKnqplfG4Za8EJhok79ww=,ASrr1LsFn3Lsvw16eLpV0S12r5EPy5eEAt60oPRSR1jw2bF+,08/2020,ASrr1LsT+Mfw4dM9sukgX1OVzY9s/CArwUwc3SJ/YdpucoIJ+HEbjQ==,26,ASrr1LvMwTN/MGMqCA56Vh80qk10Fhxg25kR8v+TteT/IP+RzQ==,ASrr1LvRENn6pMvLL7r7RFPFFavqXb2R6dyqUljMeYPuju2Eawgy
HR,Hiper,Bank of America,ASrr1LsRmb+PzN7MbV91f98+y3yyy0ZLAIf9/JSt0hTzi3tF/5kRAg6DIerNMvGS0jOy7g==,ASrr1LtUkhGVL4GY427RVb8ZWcGUo9qXH33rSP8DmXXlGmPjigfVXIMAPZ0aNqo=,ASrr1Lugk6tRLaTMBixPtDPA+uFdF6CU8hgkUGV3xYzX2XHpOg==,11/2001,ASrr1Lu9cWU0r776JjZASkMfHSCBMDvSBLQNouv/z3eDajNbQaKt3Q==,18,ASrr1Lt80JxDPE8/9QIJso6vRCx1cJXIoZHQxXaZ66D9ECTxtg==,ASrr1LtuRd97rJOH9PQ9pausdY0wZvG2j/+uKmDH1bf7x6B3dbpN
AX,American Express,American Express,ASrr1LtHFyjF315wrUbct7SDu55WWhOXVz3DRnLf+VPeTG2uTjXkMosXpk1/VtoGxw==,ASrr1Lsc63YtTJ2dbSD3KyxX20q8QD8WI3baZyOqyxOjIxSOy8Vs+87c2DOhRGlj,ASrr1LvTy5EnUyST9UtOyBW7wBIcQrdwfLZMX4GfrZNT9x3P,06/2004,ASrr1LsN9oXKuaygpibHOsPKvjnMsB+QBNFCH2+FSbZUO3SYK5DrYg==,1,ASrr1LuTZSoyqpzWaYjRnE+NErNvrmow6HZPx01RSaoXgj2AeA==,ASrr1LsJZRpefhj1Kx1Qjyk0+kEvglG36ZB0OxeSo6Htfrg08thn
JC,JCB,Japan Credit Bureau,ASrr1Ls2hLeyZW4Z+cvQKeea/QdccvbFaZ+m2AlIG2QIGYN+gDGtjpjRQ/iVyLZPSg==,ASrr1LvP0rgyEYRpXg6e19tsxbi/9CplPw57LtDR0ER/AWROZpVkzyi7OA==,ASrr1Lt/LqZ6Lk6CrFk2h0RsIQDWEZUjVIemgvOwER8IgJZt,11/2004,ASrr1LvtzQyuaOmWCOKixGQFShq86JBHzBn3BCropErvEa215Nj6Mg==,26,ASrr1Lss+AdN13XZAI2xUqOs7zOunZyMPrlTkLM+jHgT/YQOTg==,ASrr1LusmJgT1MNmI7iTDIgGtd0YYKxyoLYreRo4L+FuWE9p850=
DC,Diners Club,Diners Club International,ASrr1LtvRc8TLHyw+IfgXEYwt/CFDuyHm5Q2O+w6YY9D7PT2RKVupXZZQF4SL7+dEw==,ASrr1LtAuimdg95+cqiXCUi0U2oiRf3t8EWvSNUxIaTOOyc9hqAkPfScKtMATg==,ASrr1Lus9N6B0QGG2KoZCG1Vll8ciIa8qcAv0R0qGDGU48HQ,01/2001,ASrr1Ltr+p7Jd0/hJy7rIinPLo1U7Q2u5SDfWzgBeKKEXsvn5e+ASg==,15,ASrr1Luve2oSWYffxIH4WxJsVd2edXxmlK9w4AfsmLDapVCOdg==,ASrr1LsgIwhjV+S02zqWMBiSCVtoYcoIfVxFiQBMNEr075MhllsA
DC,Diners Club,Diners Club International,ASrr1LtTOPXozp41xTe2Ai0rQPKLUhYjJSArWotOBY2cZBptVcnLpzFBX2fje/I=,ASrr1LvMPs8ePdgtoiZLI0EU3Ilm/IKA0jGIHFjiX0lqu4lfu0A9hogUXT1cFA==,ASrr1LutZnez+gEuCppEebs9jtxuUwXGi0vCJYHlscg3tzPS,06/2001,ASrr1LsBsKcfj66RZrb3PEICSB0A+sRvYioQoB1VumbaL0miEa0cgQ==,3,ASrr1LuRK/nqLYbkphDAeCJkTBlmJlo4apgr9abfN5BrzlxWYQ==,ASrr1Luondzkc7DzEk+buUATkZHBVIuU9rkw7EceT5e6fDoP9lBd
DC,Diners Club,Diners Club International,ASrr1Lv8a7GD2k6xyuAbtrsaxk+LsEhxjOcmSkHUPLiMo6aRlLnmgll3sdJ2dfVXtQ==,ASrr1Ls7wQN/gcYRlv0V0SsYNQj+ldE//QbSCaLrny5pwjT/HUIdpSAYuAyt,ASrr1Lsw7FciVHsC/zzT1Qma7NVM542RXNqRDWxjSinvqWX/,10/2006,ASrr1LvwE+G0OKSKBelrSzvC0Dl/psyQPRqqNSA+zf6rKMrxQtLF5g==,17,ASrr1Lv688eqsMkhNMTojofKmkLd7hv5EahQeQKJVHSJdiDmEA==,ASrr1LsZBajbVRTQBcRCBUagkEss8upTnEfjvr4S86WGSWrcSNes
JC,JCB,Japan Credit Bureau,ASrr1LtkDpjgq8ohs+qpa4ey+4F/sT72vjPQ7NnRaoU/Qpevo9WboaFvH6p46EHlRV+D/g==,ASrr1LsBPgWH2ounnviJ6tLkBzQCzPgcXcoUG6WjSuV5+tUjkt7ZEN22CT1A,ASrr1LuGM0rVsRUNYMRmI06ahWyAsJTC6Jub3spkuCHAExWd,10/2013,ASrr1LtKYcQhHsZYs0cTg1hWDvNfGldTA5DGq6zxqDEW+zVlLNwtAQ==,8,ASrr1LtEeCgUiV+3kXwqgjIXXs/y1MnAJz8Lj0UKqHmRohn4HA==,ASrr1LuvF2RuIIU+92f+wMQxac7u5jBrvl2lUp1HaDSDCFLiHpUW
UP,UnionPay,Chase,ASrr1LsxrcTpCg6SNUXiwzYTJkMeLM2+7asnI5sFNGW0iXsES1Pd87LAXL10xyoeF13aBQ==,ASrr1Ls/uRMtGlKOnf1lTC5Dv0P9pHturiVP9Ym3kHNB9vZGos3rBv2L5Q==,ASrr1LvrQlNLrGqglJMGDOG3Ftp9mnYDpj3brXk7pJP0TjQn,04/2017,ASrr1Lsi3VpSXPS4VRnV5GkBsB+pwKm/770TUjDc7tMEzDsjxQf5oA==,8,ASrr1Ltw5eXgFiDH1p+3PJCjsJWSdRPz3NC9sw+WimPYPqfblA==,ASrr1LtXnhs3xMrV4+dviU0Pcn1eJHd8ggq8OrBbgYsxjEkAJzu5
UP,UnionPay,GE Capital,ASrr1LvphIt96GFyo5kMHu0BhGdyFj4EukWCjShfFgGZsdCqPBEhVan5YgvG7WBAYw==,ASrr1LuU+MMnZ48ml8vfCkXLNoNVlEtOjXgjfHBg2Ou28SzYnGcBAtf979HbYLQoMo8=,ASrr1LuUBHo0j5HRk59WQYIZQxGdmEUzoBl/5+zrUAu+y/8a,11/2001,ASrr1Lt3ZqsANGgezAUqF+RmTfbnAGDVsi6VnnToUbAQDM5VhrAPxQ==,1,ASrr1LtiBtujApAfWeWi3UolPVYQPewxHJpB/1OjIVyJiaRfBw==,ASrr1Lvf88x9jkbDCBq8tr/m0BcCwgjLL8VR/jSppWA1l9LVCnzH
HC,Hipercard,Barclays,ASrr1LuVPdWU95y9jBP2cdGMgIQ0GjGA58nY5AzeNt28zz1YmfUQj+sc1kmwFoc=,ASrr1Lvu3na6faR0J410eogBReMe8ghKcp1QHF79ZpC9EpO7F2YqEBC/uXzE8KKY,ASrr1Lu0rogWq5Em8OVeXrUA+ja+26K9Ti/7XNPlCn10UVhI,08/2015,ASrr1LunMYNEczEPHpMQ0Jn4y5tLsjS1OWnQIUt9fbsJMdWVxXmkeA==,19,ASrr1Lu4E/cCK8pBQjHQYX43mGBVh7hyRxTDBrVmAPh5a6lHgA==,ASrr1Lt0rAZRXNLOiTR9WCzYu6sVblseYApJ3xCcypgvLvD6t/Ll
UP,UnionPay,Bank of America,ASrr1Lvv+b1OJAb0CAIR+ax+FZR+yx7HUE5c9wvC14X8NejvmghcbyeB7r1ifTZKlQ==,ASrr1LvuXUfoAVd+dgsf9x5FKan+lFRdolM9mHZ/5zoEAvwWc7cuf5V8tAcbWLS4,ASrr1LvfGEw1EavzdsCaqoc0L7Egy/pBTZoz4k51qQIKqM5g,10/2010,ASrr1Lujz7mCpd7w691UMxtWVOcYj31fAFT0oLQ6dlRfP7xlbBxE3A==,2,ASrr1LsfDPXMUwHFslumTLb+kQ9/X2utq09389mr5bXjVoHCAQ==,ASrr1LsW8ZEMXVuvRJahg6egFOeymQzNGAkF56SH5HqpEM46pE2D
HC,Hipercard,Bank of America,ASrr1LuBZA0JJrQwc41IJR20RDaS/+xbB8kkdphVceRxQ9C0ZSoLqwvnGlI+GJAWQA==,ASrr1Ls0p/16AM5cy5Vbxh/Wv6bw+aOJrxTLESbhLo9zIjCST4x6tm0c7bLPrx6rvA==,ASrr1LuDxPzAHOsy2rqCvrUILM9ypDWFQLsiUnLhs227A4uo,11/2020,ASrr1LuHX7VoMXBXdqr3zql3HpH21u+lD68LN9Hp46Q5/SVSPXhMHA==,13,ASrr1Lvj5x/aj8jrBFoZ1Q/6+38IyEiZypdBJQ1fyMUAVqK1Dw==,ASrr1LtUYZEs1GJNiRQmB6J87CHnubg2IEXnKEk/sEXchbXBtJd2
JC,JCB,Japan Credit Bureau,ASrr1Luq+k3emOHDjetwxIpssUJ2r5ZUA603uVvUaA7yLT6mKz1J5adMw0ETD5dPWw==,ASrr1Lv6HfQTM37veJ0EgvZs8hnTDoc3p2vJ38Nix4GdEXbzS+h1/9SpPWfHvZC2,ASrr1Lvg5vOyY0lpqxuStjwpNeOjPEqyuDBforiu6CBEWoM3,11/2008,ASrr1LsXJixCBxMfYC9YuWKGdV/5Ki+y6xKikX56pDPCMVUivGWZag==,18,ASrr1LsNaJLH8wkuUnAwy1PQ+XEq94LzTYALPsdPyzByKVPmUw==,ASrr1LsKAHAUl4x2YskuEiabtZhDwDqUpyvGn/t+1+RGbuRMmugK
AX,American Express,American Express,ASrr1LvwWHhJCeDZ6tir06Un5lHXNCBtDUV8nupyyTpt0kFSCC3l/QCsoxbOrAZE,ASrr1LsqBZkJiYr52V6P3vyEgaRtRlZKJHw8MRdTGzo+n2y8xzk6JYBWMIdDIQ==,ASrr1LvZS0KIqz97lRzu5ZkoFTg1+PCVbY1s3ZMIW13kj+k6,04/2014,ASrr1Lu3TfXKMrYH+CQrqcqxHvb2azM2ZG/NzbX4Rp6SAXEPOcME3A==,25,ASrr1Ls7panpvQWo3/Gz47rq+TQdSdOLEVFer0wR3LSsDf7XNg==,ASrr1LuOjLDoGAfgC3kj0a82zfiW4OqMKlbav6pszMpSlbO83fc=
UP,UnionPay,GE Capital,ASrr1LvrslUijUT6SD1I1pW40uK4ZY7DVA+sfk7TkSrQ1YQu4jT3R6IRQB3Gk2X3oA==,ASrr1Lv5op9+oeAttXqvKsxkGjs4ctU8djKyJ61qfRhJl+iw1DcW5NX+snVChw==,ASrr1Lt6NJ+n47NrjIyq/SXFwHXpWIRek9vmAZorum2hhkXm,09/2015,ASrr1LtN8wEeJQT1C+YiJNBFaE9IEmDba3jl1tjuqjkdlFRgYd54JA==,24,ASrr1LuRWERjqt1GNKklKvtCxnX/GUqSawcllznJSEgMksAC7Q==,ASrr1LuI/1Zn6uUoMdB7mXmmB9ct7PZbXcHNJteGiTPzoeX2prQP
DS,Discover,Discover,ASrr1LuwJqVdMLQHc/HHF/w3SchvdJFUot1ZnEITFdnbu6FlsdV0Xlb5SqLlhdY=,ASrr1Lsiw8X2y1Px9WChApRqDQz3AhLrG0gbBEierJdF5AR1B3UEhX4Tleo55cah2k7vn3g=,ASrr1LuTLl02tL4ZE8w7anxftpp3R2vC5sjCG5NzKDT8P4b0,03/2000,ASrr1LurB1N9rMdGef7rKgrWmXCl43xBnsP5Qte1M/BdqkKioVhN1Q==,9,ASrr1LvBNmEktVXnCL7Jjb9lOTmstL20rlMbMBkx0Tcb6H1ptg==,ASrr1LtegQMcSw7sX+hhcB01uIe2RXigaptTw8fANP2k8lPAfX9q
AX,American Express,American Express,ASrr1LvWQToS9AP0BlwLXSD68gTqrvg5+RYw5j2vVZVQZ0vzZgzu55YtHnE9zH4aTRqZpA==,ASrr1Lt39GRJ4fknhxfhI47ra1dlsUrfMyVtP79dzWvGMg3T1SSi2YH4qPWcdz8=,ASrr1LuBWjC7vlGHAoxtBqjgPfu6XyWWIX1ripp6J34oq8jR,12/2000,ASrr1Ltx6jOLobUMg552rFfopopWMF2cMajCmLB2XjT5w9TeuaSJ4g==,7,ASrr1LvccIbDkon/VyviYxYu1iNhLfrh1JLo4yAA7cE0QK/QTg==,ASrr1Lu775LVniHeVE4AieXZb7TDdpKaxVcvEclN6Lt6tr961AJZ
DS,Discover,Discover,ASrr1Lt/KtkLVWC4lwbmXB9EguBUFha7EqavrIv4GZnNCpbVhU5u8Hot9oqy49HZ/g==,ASrr1LuxEaHSIfJ3agW1JLLX1c6osqPu4zHfYpgzVuTTQELb0616wfg+DX0=,ASrr1Lsw45G0ZDy/QUsk2U3bkL9Fjq9fZtrhp21uo/8pPKyP,01/2005,ASrr1Lvr0JANYShs7OoTX/1NSM4fc4eckKUY5xWzmt0QSdG37rOYVg==,11,ASrr1LsM/fzMMiuhTp0HLDTrmZUJeZxANpkwutIrWGQ6MZ7SMw==,ASrr1LvTe07uz6KBNA25fkx/3C6XhHBGaARxNXBqNkXMKIzPwYNP
DS,Discover,Discover,ASrr1LtaAE22P9MyZRGlvLk2ZeWM5GB0SvXXPuVfYXXnydgN4Y6VJr3ZW0CiscvLvg==,ASrr1Ls4x0SaD3jzGyeifjcazXRw5FTJoTyJcKYq/S2YeycVlRoo3olDGeLPLA==,ASrr1LtznNh9WuZV+PLzqwc35Bh300UYCLTl8XV+nJodGbU+,05/2015,ASrr1LteyuyH554Sm9ZJQBTybkXPYQKfP7590aE8sNn+6IQUQlnD3w==,26,ASrr1Lsbf+ExYiIliyZJlYwvRJmWuznZvq6I0qXfXIrjI6FZ5A==,ASrr1LsZlxwgKfxMETqQWWcfdOQTs4QyXnFNjhzHxf4MmSb2kcrJ
EO,Elo,GE Capital,ASrr1Lv98XSFX76BY8K/0zO//TA9TZnlTfSQf1LoGL02DLXAfCU8p314fXOiHqlEhg==,ASrr1LuR734RGejraqy1M9okqekFEtt/GAwlfvI8snkmEMxokrpGftZT/N17fBN3,ASrr1LtamVhupFmCbj7z2mboIjPxtD+C84qLyCS2vfoiFLWL,07/2000,ASrr1LvGmnz+O/RHMI/D7vdLd2CeMST4QzoGXtroHLsqzq5dYsLCew==,26,ASrr1Lt0Im03eqsbRq/jUQRulfAXnjd6GKWKB52CW9eKUHeAUQ==,ASrr1LuLVaGx/mdEe3+XumGS4NafMXsky99u55oM/d53Y2pDGzB2
VI,Visa,Bank of America,ASrr1LtU6/7ulR7YCtzMszmWad9KtbUFCVwe2GuamDa0mtGi6pcDmkGuwGk4kWXnQg==,ASrr1Lv+zAXmyO32zDH0ZWldaoB3F87wOnrqqEYv87Gsozan5DPFX+iobC4=,ASrr1LtzzL2+XDl+8enQvV3mcdVKUPL9fJY3kh98ehW8NoDG,09/2009,ASrr1Lv294w88Wnx9S4qx916AMU9ir4/njsMNb21S4atPgO7D4qlBQ==,15,ASrr1Lt7OD4xoMxlu7oKyQXWfIAJV108mnNp3+2Ka9rvEeC4Ww==,ASrr1Lt4v7sV1NREHXo4FRIODgDgIi3urYcvCjcsowblCXV82Dxm
JC,JCB,Japan Credit Bureau,ASrr1Lu9M761zTRVr8ogkif+ZqQU4iU4AHyDb8rj51JjUxCKeDLtV12JsOSU+at+uA==,ASrr1LupAfD/3P2UlpbtcNtCb/cHS+WEY4eSBl9lyf+Cm9r/C/1NVRzTpbY=,ASrr1LsTPsGS4jCjsmPrWkftsOXAvsRHuYwv0oFWyCoaNujO,09/2008,ASrr1LvtoNYxki/Ddt2Jyf1luVZcloqH3qQRa1ws0JXD/XtTZYgrqQ==,14,ASrr1Lt6l4VrHfa1XAyfRsSlVFYblwebfhm9w+E+kamFtVcnSQ==,ASrr1LuVbdhyO9p33EmE/GxBGa3GxvFMI/DL0UZj9vFNbnDr3xDZ
VI,Visa,GE Capital,ASrr1Ltkp75fj/7LNJESm9zRocqT/ZcY63krB4pOCUJLanYDmmyolA1SXy8z7U0s7dsH,ASrr1Lurvj+5KiBMbbqks4mnhSah/wUI6xL8dcDTAcndMvdGvp7G84FwuwtCtjU8dw==,ASrr1LvCRmMSNrh1t2kcPLaTTQrO1WVKLx+SodsTujg84/si,08/2006,ASrr1LuBtgCD5S7OZN9b/zEUsFgmQhlR/e0id56ecXc1iTsWBGLf/g==,20,ASrr1Lui3I0oGIhZpOMLpjDhkpD09LRXVHuqomsya40nr7KOUQ==,ASrr1LuS8zCndc6ng7YX+My42ylxFalEtJfAlPsUQ5tH1UVUFcC+
DS,Discover,Discover,ASrr1LtlcsU5vIqStWFgXD7PND27t8f1BFkcEStFqlWtjbYmOWEdSliBUwtGnuYvgA==,ASrr1LsPGixSKrGXCUkrSZi18C/z9mbJbTcoOvYXrXzxUTw0wtfAbiRYL6FJvx0=,ASrr1LuyM9OFEVuKYnr1+Xc1VbRtbKd9Fztt9ILuieHAJxCv,12/2006,ASrr1LvTDKWidpgsTbm4ThIy2HKaFlZwOjkjaigidt/j6bKrWWSyXA==,24,ASrr1LstGw0EtvJZ8003WEmACoR7H3NXmnRJt51fE9CsNLqSwg==,ASrr1LsQimw9CKebwC8a60pBr/pys2mYuaRM657axLamN4IAkMGU
VI,Visa,Wells Fargo,ASrr1LvplF7ja83TLNG0zI1f6hqViqVQg3d5Kq6fkVgnjgR7ZMKqlWuuWjrTv3fi0r/8cw==,ASrr1LtUjsvXUb8qoad8rv5LNvvQdNNjUlzECwbZc/3sdnJK4fiYys2c4Tk=,ASrr1Ls3vmOQWY616W6NAhQDyFsdNuD4aoNJtNAipj8mA5oc,05/2020,ASrr1LtI4FrCFg/ukeqf9dD83MqcLT9t6uvBc01emCFOY0DQxDVx0g==,17,ASrr1Lt7eMnzhhqEvzWlqOkuh1e1SsyIrESktSnV/Zjf1kuniA==,ASrr1LvtClx/6Szc8CJUbdgIYWHUhKKKoRIBgqx8rl4yNdKSTYa2
HR,Hiper,U.S. Bancorp,ASrr1LsmPNnDhfmecDbbldcxGnE7R/lnhUvwyMrKio5FWRGGLod344s2dbdbjv5v,ASrr1Lug+QccEYJVIa5CUzifd78+YZ5gIQWoa5e8jaoflT7bfy++t9CyH+fuZWMrMA==,ASrr1Lt3ttr6C+eNATTsJKd2UU3w6lxgmn905TNfVTpcBAL4,08/2017,ASrr1Lvaey/rdSYkRV3bmHS2AvR31UwvGAuuaae/zLKzD8je45N1Eg==,11,ASrr1LuP1Ro+EjqQ4hklKWw3UgBXA6JjWzRTG9FM+QhHJBClgg==,ASrr1LsP40/KwWWH2HJQkHZcAII5X7tGBTh8iHR3fImNZWdqyS7q
DS,Discover,Discover,ASrr1Ls+cVu5U1LnLeGXuh04Xsyo9ZyNdN7+rU63FrU8HbUdU+cZYXOJV6SbMkx0+g==,ASrr1LvtWP3S+uKfjve59O8yMA4aWHqSGdurXAYCO+u871nkogAylE7odTJSiw==,ASrr1LsnYlmvGNx4dgBUHQmfmExm1nrLh5PVr+25pp5hN1NX,05/2006,ASrr1LtyE3yvz0XwxjPb6M9sFifdkysdJgWPDqNWfsetD5K+kt0+7A==,14,ASrr1LsW5QFT3xn18S3l/RZBQDBuCFpuQryBeLxromEHghLofA==,ASrr1LueXX8LXny1uZ3itVc56vKAzMiZqyAXO3E+gsgq/raWwZR6
JC,JCB,Japan Credit Bureau,ASrr1Lsi0XnniamL+koDfW5zGG+uan7r8WAZ0E6u1yDnRKsg+FiM4nsFDZHQwzTkxA==,ASrr1Lsf5q5qXVvU960fQm9rRIC1aeb337gyyddVg0EXvFA/bqL/auzcc4I=,ASrr1LtIz2AQ+o7SUi1gXyiYbfn6dkSM+O5c2koUHlCvWEIo,09/2004,ASrr1LusCoKINlRWwSnNnHG4nSp4DXCRTQGhxL9evRnFt9luk0gk6w==,11,ASrr1LsSz2WXxKEUMoAFSeX8fHgTAYvOCU8bH6R8t2+zl8Ywfw==,ASrr1LtjRnB76ZuK6IQYr1lFLpBrJlX0BgJkMniLGm66Cu1DyBbG
DS,Discover,Discover,ASrr1LuNcDkKMDc/IgpVCKvO2GCzTBTC3Xp+aUzsp9pyEZl43Dn/Ad1K/2pQh/xfRg==,ASrr1LtcI/ESVfQ4Dy651oNDymabUL/FN5bihB1cRmy+u9jXOMx1QPpk6Kp7gQ==,ASrr1Lu6RSuDDbLkFan3FJ5t0QOpUT1VI4PFdN/TG9LSlK2k,06/2016,ASrr1LsJVwcAN6BEQ3sg4CyjlMSzOiuuC8dJv+pYALehEdYuKKT3tg==,25,ASrr1LtqaYbgJcKoyG2mtALR0O3GXkRgqkGVE5e+bvl5C6pNXQ==,ASrr1LvAxZg86ZCWazg3sSP1tAOs/YodgHWt/creGtyRyzyEAhxe
HC,Hipercard,Bank of America,ASrr1LvFhrZWdgibDQt6hJU2VIEjKMDFlNWzTpUTE2Po2xRXCVMYFtnymoV1OCxdKg==,ASrr1LsDG18s56CqxHeh5vPxJcTFuicD2j96RV1Ugqfk00LOTOiCCCi49eSPQmQPEuU=,ASrr1LtDAl2H2e4nW/3LSXA+vPhQiP3RJol/8ZiE3OceSyhH,01/2011,ASrr1LvhDAJVmHsm6Ktg5JWn592Qsr4ZkvZf6X899L3JWIJ0gPN+vw==,19,ASrr1LvRF8kcSf7lXcDZwFYFYNe4N7hPGtlhCgdIhyq9UyIrfw==,ASrr1LuG0noCpNzL06YlmPYMYdVqTzt5VRAuDBn+63KsqLirjZ0N
MC,Mastercard,GE Capital,ASrr1LtXBAuMH+TjUofcuIl2C4pZj/knzTGZixVhe8/zCRJnWxk2QsbkN5VbyFU=,ASrr1LucaFmU9AUI0fGLgDY6TxOZn4QN/t1E/M8iugsvVkvVteKEvK3wAS/3cjch8Q==,ASrr1Ls1cpgXGoSCxPOBt2fbcys3z9/g9QN9aXDV/b3iR/bG,11/2012,ASrr1LsCWt4FxQiidj1FFqrH6amsTgH8oAT9Tz6J6wnAeeQ18s5biw==,24,ASrr1LutX6tsLwZ4q7GucAjkbb3mOQEU6B+uL0+TncbUhJfHlw==,ASrr1LtVq2X8d7KfF//iytNY+i+BRkV6O4uOxss9OSxkDbcQEhDh
AX,American Express,American Express,ASrr1LsrR0JrS4G82rWMOqaoq7TjxMJ1N4hgiogqKsa4aWYbn1WemYxD3UMJhVE/gvX1,ASrr1LtFYEMB+N3gGFhlptlvGpLMnXOtu12ezeJ2ReXFM4udIbQxyVTadGIgZw==,ASrr1LsD3Vi6NaE/7hE+juVy1ONRwgbPMX6Y1KIqA5Ki+beg,10/2011,ASrr1LuCBRpuTen+SDP1QPxnrGKhTXitp5sURiQSJJSExJHcXspHFA==,17,ASrr1Luv6bASIFLBzV9MwFvOHFr3ARzkGYFU9ayWlow5Gq/ulA==,ASrr1Luu+vDDgzqESIr6O3QxLoffKJvl6Aa4aDAVzFuAcIq7IVxx
HR,Hiper,GE Capital,ASrr1LulC1bqHxdsMYuA1itp7P3gVhptrRpnggkFue3MR0PV0NXT5JQOaxzPBSQ1wy8=,ASrr1LvWUYOBKdGRfvB2WJN7NCsb2JTKEatwRIZCADGV022PFSunFuDnukWHbFol,ASrr1LurT3N8OcAc/5KXoFhuONGHUpdxS8djzWQZ9xb/HozH,11/2007,ASrr1LuWiJc3YjlwyrNGvf/zUTlRY5nGk1ojssAzWGp5noI0V2zsCg==,8,ASrr1LtcUL3uWkuoFYTYfXpQYDt6dxW/xUUIJzTo4KDHXBvvSw==,ASrr1LsqmIkvGl1P7QN+xxWODnP3pIADHgN/CYuRzoc5RHC1p4Z3
JC,JCB,Japan Credit Bureau,ASrr1LsPML5nRdG17t4eFnh9IyRk63ro2nLOnjjXKBjZzvJPdr9HLGltogpcxRy5uA==,ASrr1LsmumUKBUHeN3G8qTYjKi3kkFzHusUexQQx6OPf9yhuC7oo+2H510wLuA==,ASrr1LsboN9r1BXqGa4/dKHkmb+SYnVyV3/cN+sqSKWI2RcS,02/2005,ASrr1Ls3KL0ndLFzD8j1jPIsWGWdkNtkcqySTL9iUh7GeYkwIVaUlA==,25,ASrr1LvXiYww5ke0LsAEWwn5RK+qLoR2TnZoUBZavFYgI/6BXg==,ASrr1Luvi1BW+3zpSZ3PbRfpOn8RP3dIME8tg0wklg7z7mRkWqBR
JC,JCB,Japan Credit Bureau,ASrr1LvymolQeV92JGoWsjUC8WxZlxju1oFkfes3KQJvNXjPqt2RJcqlUcVXveSrlw==,ASrr1LsiQ9HrT0fHsSXsywOAMhDMUmoPhNnDSYcA8S9Oh1ed2vxFs6pyYOG0,ASrr1LuaCmaGLbznATNDN9es7Q9e+FMqTBVao15gR5zrqz6rSQ==,05/2016,ASrr1LvSUE/jS4Am1TVhLepoEWlB0aMwZ6rLdMlKe7zNMn1GpNdSOg==,22,ASrr1Lt0xL6ayir1F7SrzhiR1hmLQi/V3TNql00YlQxB+9laGQ==,ASrr1LvUa0XeHL1JaVlRoqJrqdYsWg6xk7syfkXUm03iJoSfqg+U
VI,Visa,Capital One,ASrr1Lva7o3asc4XfR9I73U+VaN7u+lsdeyDVilCRzGyb13DZKXc7xNG3wW5Y2l24g==,ASrr1LuTztdGosr9EHKsJHRjr5tZVwo9Acg1MoQbdGwDruB8y58EH+o9I111g9Rd,ASrr1LuXKpqfTbHQOaBjuOril7x+e+wqKqYB9rMdFANe5WDL,03/2002,ASrr1Lus4TlQT0VUrSzf7FpQLC1gzerXD9aHUshyo4PpOWJnHvGWag==,7,ASrr1LtmbLjaMCOVfCpE81Q990i6ENWmCwOap7qwjueLdQYQKQ==,ASrr1LuOVTgF8Fv1JLKpqBYRpu94PdYG52hmpLPHCd4NzFmxiZap
